folder_name,file_name,joint_accuracy,slot_error_rate,slot_total_ref,slot_total_hyp,slot_f1,slot_precision,slot_recall
mixes,O7BI_MW24_MP_ST_PH-nm_SO_D2F_NN-10_UA_SV_emb-U.json,3.9338035811176897,67.89032029310957,42305,48721,74.84235272940825,0.6991441062375552,0.8051766930622838
mixes,O7BI_MW24_MP_ST_PH-nm_SO_Labse_NN-10_UA_SV_emb-U.json,3.947368421052578,67.83831698380806,42305,48730,74.87230185694598,0.6993638415760297,0.8055785368159772
