folder_name,file_name,joint_accuracy,slot_error_rate,slot_total_ref,slot_total_hyp,slot_f1,slot_precision,slot_recall
baseline_prev,MW24_OP_NST_PH-nm_SU_Labse_NN-10_UA_SKV.json,3.092783505154597,89.93026828980025,42305,36795,57.6257901340886,0.6194048104361989,0.5387306464956848
baseline_prev,O7BI_MW24_OP_ST_PH-empty_SU_Labse_NN-3_U_SKV.json,4.530656538252787,80.79423236024111,42305,33496,60.57439874970121,0.6853952710771415,0.542678170429026
baseline_prev,O7BI_MW24_OP_ST_PH-empty_SU_Labse_NN-3_U_SV.json,4.123711340206129,76.78288618366624,42305,46279,70.14810800548582,0.6713628211499801,0.7344285545443783
